timestamp,url,reason
2026-03-06T07:11:00.280Z,https://goid.club/app/casino/slots/betcore-gaming-100-ice-pepper-f11629,redirected_to_home
2026-03-06T07:16:16.444Z,https://goid.club/app/casino/slots/playson-5-super-sevens-&-fruits,redirected_to_home
2026-03-06T07:23:10.469Z,https://goid.club/app/casino/slots/rt-ancients'-blessing-12253,redirected_to_home
2026-03-06T07:23:11.537Z,https://goid.club/app/casino/slots/iconic21-andar-bahar,redirected_to_home
2026-03-06T07:28:16.588Z,https://goid.club/app/casino/slots/asia-gaming-baccarat-m51,redirected_to_home
2026-03-06T07:28:22.927Z,https://goid.club/app/casino/slots/asia-gaming-baccarat-m52,redirected_to_home
2026-03-06T07:28:25.567Z,https://goid.club/app/casino/slots/asia-gaming-baccarat-m58,redirected_to_home
2026-03-06T07:28:30.414Z,https://goid.club/app/casino/slots/asia-gaming-baccarat-m57,redirected_to_home
2026-03-06T07:41:00.432Z,https://goid.club/app/casino/slots/evolution-gaming-blackjack-vip-18,redirected_to_home
2026-03-06T07:41:20.360Z,https://goid.club/app/casino/slots/evolution-gaming-blackjack-vip-21,redirected_to_home
2026-03-06T07:42:03.999Z,https://goid.club/app/casino/slots/evolution-gaming-blackjack-vip-44,redirected_to_home
2026-03-06T07:53:25.043Z,https://goid.club/app/casino/slots/wazdan-captain-shark™,redirected_to_home
2026-03-06T07:53:31.286Z,https://goid.club/app/casino/slots/fantasma-caravan-of-riches,redirected_to_home
2026-03-06T07:58:38.573Z,https://goid.club/app/casino/slots/fantasma-circle-of-sylvan,redirected_to_home
2026-03-06T08:04:52.889Z,https://goid.club/app/casino/slots/playson-crystal-land-2,redirected_to_home
2026-03-06T08:04:54.875Z,https://goid.club/app/casino/slots/playson-crystal-land,redirected_to_home
2026-03-06T08:16:31.277Z,https://goid.club/app/casino/slots/evolution-gaming-dynasty-speed-baccarat-1,redirected_to_home
2026-03-06T08:16:34.671Z,https://goid.club/app/casino/slots/evolution-gaming-dynasty-speed-baccarat-4,redirected_to_home
2026-03-06T08:16:51.695Z,https://goid.club/app/casino/slots/evolution-gaming-dynasty-speed-baccarat-2,redirected_to_home
2026-03-06T08:17:08.534Z,https://goid.club/app/casino/slots/evolution-gaming-dynasty-speed-baccarat-5,redirected_to_home
2026-03-06T08:17:25.811Z,https://goid.club/app/casino/slots/vegaslounge-e-table-baccarat-5,redirected_to_home
2026-03-06T08:17:32.809Z,https://goid.club/app/casino/slots/vegaslounge-e-table-baccarat-4,redirected_to_home
2026-03-06T08:17:50.412Z,https://goid.club/app/casino/slots/vegaslounge-e-table-speed-baccarat-4,redirected_to_home
2026-03-06T08:40:20.441Z,https://goid.club/app/casino/slots/drgs-golden-egg,redirected_to_home
2026-03-06T09:03:29.213Z,https://goid.club/app/casino/slots/evolution-gamingzen-korean-dealer-speed-blackjack,redirected_to_home
2026-03-06T09:15:56.646Z,https://goid.club/app/casino/slots/fantasma-magikspell,redirected_to_home
2026-03-06T09:16:24.773Z,https://goid.club/app/casino/slots/rich88-mahjong-2,redirected_to_home
2026-03-06T09:42:20.945Z,https://goid.club/app/casino/slots/vivo-gaming-portamaso-roulette-1-11529,redirected_to_home
2026-03-06T09:50:22.353Z,https://goid.club/app/casino/slots/rich88-rich-fishing,redirected_to_home
2026-03-06T09:58:11.630Z,https://goid.club/app/casino/slots/relax-gaming-safari-sun,redirected_to_home
2026-03-06T09:58:13.460Z,https://goid.club/app/casino/slots/fantasma-safari-sun,redirected_to_home
2026-03-06T10:04:24.346Z,https://goid.club/app/casino/slots/truelab-siren-symphony,redirected_to_home
2026-03-06T10:10:15.081Z,https://goid.club/app/casino/slots/evolution-gaming-speed-blackjack-d,redirected_to_home
2026-03-06T10:14:32.204Z,https://goid.club/app/casino/slots/macaw-gaming-suleiman-the-magnificent,redirected_to_home
2026-03-06T10:22:01.466Z,https://goid.club/app/casino/slots/marbles-the-slalom---classic,redirected_to_home
2026-03-06T10:31:54.752Z,https://goid.club/app/casino/slots/evolution-gaming-vip-bet-stacker-blackjack-5,redirected_to_home
2026-03-06T10:32:44.528Z,https://goid.club/app/casino/slots/evolution-gaming-vip-bet-stacker-blackjack-8,redirected_to_home
2026-03-06T10:32:48.714Z,https://goid.club/app/casino/slots/evolution-gaming-vip-bet-stacker-blackjack-6,redirected_to_home
2026-03-06T10:32:48.785Z,https://goid.club/app/casino/slots/evolution-gaming-vip-bet-stacker-blackjack-7,redirected_to_home
2026-03-06T10:45:38.159Z,https://goid.club/app/casino/slots/macaw-gaming-zodiac-adventure,redirected_to_home
