timestamp,url,reason,details
2026-03-23T16:33:01.473Z,https://goid.club/app/casino/slots/fantasma-seven-and-gems,redirected_to_other_page,"status=200, final=https://goid.club/app/provider/fantasma, redirected=https://goid.club/app/provider/fantasma, attempts=2"
